query,twitter_name,twitter_id,time,reply,retweet,like,content,cosine_sim,levenshtein_sim,simhash_sim,jaccard_sim,tf,tf_idf
launch site,Mary,@BocaChicaGal,6:59 AM - 15 Mar 2019,9,36,376,"Raptor at launch site. https://forum.nasaspaceflight.com/index.php?topic=47120.msg1922778#msg1922778…pic.twitter.com/I7NhPYwarH
",0.658113883008419,0.9140625,0.8,0.16666666666666666,0.08333333333333333,0.057762265046662105
launch site,She Plays,@ShePlaysPro,6:00 AM - 25 Mar 2019,0,0,1,"Check out our launch site that just became live!!! http://www.She-Plays.com
",0.7236067977499789,0.8552631578947368,1.15,0.2,0.06666666666666667,0.046209812037329684
muslim ban,Be A King,@BerniceKing,9:44 AM - 28 Mar 2019,15,271,808,"Things that are an “embarrassment to our nation”:Separating immigrant familiesMuslim banMass murders in our schools Increased hate crimes Voter suppressionPolice killing unarmed black menIrresponsiveness to climate change Flint not having clean water Emmett Till...still
",0.5,0.992619926199262,1.263157894736842,0.0,0.0,0.0
muslim ban,Full Frontal,@FullFrontalSamB,9:00 AM - 21 Mar 2019,18,162,403,"You likely don't remember 2017 because it was nearly 100 weeks ago, but the Muslim Ban is still a thing and it's still ruining lives. pic.twitter.com/3mZmG3YoAj
",0.5,0.9440993788819876,1.0,0.0,0.0,0.0
muslim ban,Jeet Heer,@HeerJeet,4:26 PM - 27 Mar 2019,53,1,34,"I'm genuinely astounded that you think Trump/Russia was more important than health care, courts, Muslim ban, family separation, erratic foreign policy. It's notably Dems pols rarely talked about Trump/Russia on campaign trail.
",0.5,0.960352422907489,1.25,0.0,0.0125,0.008664339756999316
muslim ban,Sarah Palin,@SarahPalinUSA,9:20 AM - 18 Mar 2019,0,0,0,"Ocasio-Cortez Falsely Claims Trump's Travel Ban Is a 'Muslim Ban' — Gets Brutal Dose of Reality https://www.chicksonright.com/youngconservatives/2019/03/18/ocasio-cortez-falsely-claims-trumps-travel-ban-is-a-muslim-ban-gets-brutal-dose-of-reality/…
",0.5,0.9879518072289156,1.2,0.0,0.0,0.0
muslim ban,Ryan Knight ,@ProudResister,4:21 PM - 18 Mar 2019,0,0,0,"Trump’s Chief of Staff just said Trump is not anti-Muslim: He called for a Muslim ban He said “Islam hates us” He spread a lie that thousands of American Muslims cheered the 9/11 attacks@realDonaldTrump is not only anti-Muslim. He is a full-blown white nationalist.
",0.5410997468263393,0.9661654135338346,0.95,0.02857142857142857,0.009433962264150943,0.006539124344905144
muslim ban,Joe Pfister,@joe_pfister,11:12 AM - 28 Mar 2019,0,0,0,"Whether it’s the Muslim Ban, racist border wall, detention camps, or ICE raids, .@realdonaldtrump's white nationalist agenda is aimed at keeping innocent people out of the U.S.We demand real, concrete action. It's time to #RepealTheBan. #NoMuslimBanEverhttp://d.shpg.org/481996254t
",0.5,0.9929078014184397,1.05,0.0,0.0,0.0
muslim ban,Diana S,@moondaughter72,10:56 AM - 28 Mar 2019,0,0,0,"No family or community should be separated because of their religion or where they come from—but that’s exactly what Trump’s bigoted Muslim Ban is still doing. Two years later, it’s time for Congress to act and #RepealTheBan #NoMuslimBanEverhttps://act.mpowerchange.org/sign/repealtheban-nobanact/…
",0.5,1.0,1.105263157894737,0.0,0.0,0.0
muslim ban,Muslim Advocates,@MuslimAdvocates,9:27 AM - 28 Mar 2019,0,2,10,"The #MuslimBan is in fresh legal jeopardy. Learn more about the legal efforts to undo the ban, including our suit Emami v Trump. https://www.politico.com/magazine/story/2019/03/27/trump-travel-ban-lawsuit-supreme-court-unconstitutional-226103…
",0.5,0.9959016393442623,1.0,0.0,0.016666666666666666,0.011552453009332421
muslim ban,Ryan Hill,@RyanHillMI,6:43 AM - 18 Mar 2019,0,0,0,"When you run on a Muslim Ban (the only President to ever do so):YOU ARE SPREADING HATE!pic.twitter.com/mhmcPwypUi
",0.5,0.9298245614035088,0.95,0.0,0.0,0.0
muslim ban,Ashkan,@Ashkan86368585,3:15 PM - 27 Mar 2019,0,7,14,"Stop this suffering . #MuslimBan just effected to family and normal people. Not goverment. Please stop it . I cant see my wife becuase of #MuslimBan https://twitter.com/RepDavidTrone/status/1110987437449322496…
",0.5,0.990521327014218,1.35,0.0,0.0,0.0
muslim ban,DeMarcus ,@semperdiced,3:32 AM - 28 Mar 2019,0,0,5,"Laying out respect for the religious and non religious is necessary because it means the religious ideology will not be influencing policy (ie no Muslim ban). The “no policy” trope is lazy and not a real standard for electing president since any policy proposal is just an idea.
",0.5,0.96415770609319,1.0,0.0,0.009259259259259259,0.006418029449629123
muslim ban,Rad Cyrus,@RadCyrus2,8:31 PM - 27 Mar 2019,0,4,9,"Thank you for standing up to the unjust and unconstitutional Muslim ban, please help my family reunite once again.
",0.5,0.9217391304347826,1.0,0.0,0.023809523809523808,0.016503504299046314
muslim ban,maryam Hojatabadi,@mhojatabadi,8:50 PM - 27 Mar 2019,0,10,20,"Thank you! This Ban is separating innocent families from each other.  #Undo_Family_Ban #MuslimBan #TravelBan @UndoFamilyBan @AnnaForFlorida @solmazdadgari95
",0.5,0.9554140127388535,1.4736842105263157,0.0,0.0,0.0
muslim ban,Banned Families,@Banned_Families,3:23 PM - 27 Mar 2019,0,3,10,"Thanks for asking. #TravelBan hurts US citizens/PRs’ families. Immediate family members should be exempted from the #MuslimBan. It has been more than 2 years now that families are seperated and it is already enough. #RepealTheBan #Undo_Family_Banhttps://twitter.com/RepDavidTrone/status/1110987437449322496…
",0.5,0.9967532467532467,0.75,0.0,0.0,0.0
muslim ban,Hossein Aftabi,@aftabi1978,6:19 AM - 28 Mar 2019,0,2,4,"Thanks Mr.David for this, as you know family is first thing  that we love and by this time it's been more than 15 months that I'm away from my wife and daughters, #MuslimBan effect to this .#TravelBan
",0.5,0.9850746268656716,1.0526315789473684,0.0,0.0,0.0
muslim ban,Andrew Thoesen,@andrewthoesen,11:02 AM - 28 Mar 2019,1,0,9,"THANK YOU.Also can we stop gushing over the “peaceful” part of leftist protest? They didn’t work because they were peaceful, they worked because they were disruptive!Interestingly enough the only post-Trump protests to achieve anything? Occupying airports against Muslim Ban.
",0.5,0.9746376811594203,1.0526315789473684,0.0,0.0,0.0
muslim ban,Linda Sarsour,@lsarsour,10:03 AM - 21 Mar 2019,45,66,141,"The continued impact of Trump’s Muslim ban. #RepealTheBanhttps://www.democracynow.org/2019/3/21/headlines/trump_travel_ban_prohibits_dozens_from_attending_un_womens_forum…
",0.5,0.9418604651162791,0.7,0.0,0.03571428571428571,0.024755256448569473
muslim ban,Reza.Zabihi,@RezaZabihi13,9:08 PM - 27 Mar 2019,0,1,2,"Thank you for your effort to #RepealMuslimBan. #MuslimBan has affected a lot of families. Me and my wife are among them.
",0.5,0.9504132231404959,1.3157894736842106,0.0,0.0,0.0
muslim ban,Trump's Evil Twin,@Real_Evil_Trump,9:43 AM - 28 Mar 2019,0,0,0,"What detail did I miss? Did I forget Pizzagate? Or the birther controversy? Or her emails? Or the Muslim ban, that was totally a ban, but then it wasn’t, but then it was again? Or driving up the deficit?This administration reads like a telenovela.
",0.5,1.0,1.0,0.0,0.017543859649122806,0.012160476851928864
muslim ban,M,@smokeylemons76,5:50 AM - 28 Mar 2019,0,1,3,"Muslim ban started with Obama, cages were happening since Obama, where did the money go during the Haiti crisis? Why did we declare 9 national emergencies in other countries during Obama? Why are dems supporting infanticide?
",0.5521286035142687,0.96,1.1,0.03125,0.012195121951219513,0.008453014397072503
new energy,Baka Not Nice,@Baka_Not_Nice,9:16 AM - 26 Mar 2019,5,18,51,"NEW MUSIC NEW ENERGYWHO FKN WITH #NOLONGTALK? LISTEN  http://ovosound.io/nolongtalkpic.twitter.com/YsNA9edpfd
",0.5,0.9636363636363636,0.7,0.0,0.0,0.0
new energy,Mark P. Mills,@MarkPMills,8:03 AM - 26 Mar 2019,3,27,30,"My new @ManhattanInst report on the movement to transform the global #energy economy is out. Here's some facts to understand the #physics and scale of the challenge. 1/https://www.manhattan-institute.org/green-energy-revolution-near-impossible…
",0.554554472558998,1.0,1.1666666666666667,0.04,0.027777777777777776,0.01925408834888737
new energy,China.org.cn,@chinaorgcn,7:23 PM - 26 Mar 2019,0,6,24,"Beijing adds 2,790 new energy buses https://on.china.cn/2UbKEN3pic.twitter.com/Qf8NrbPiJN
",0.7672612419124243,0.8888888888888888,1.05,0.2857142857142857,0.1111111111111111,0.07701635339554948
new energy,BusinessDaily,@BD_Africa,6:40 AM - 27 Mar 2019,0,1,6,"WACHIRA: New energy law calls for strategic national plan http://bit.ly/2TZTJt2pic.twitter.com/kedyYyuPO0
",0.6118033988749895,0.9150943396226415,1.1,0.09090909090909091,0.038461538461538464,0.026659506944613283
new energy,Tech Marketing & Storytelling,@RobShiveley,10:05 AM - 28 Mar 2019,0,0,0,"Ex-Enron #CEO Jeffrey Skilling Plans 2nd Act Fresh out of prison — Jeffrey Skilling is meeting with former #Enron colleagues and others on new energy-finance venture, via @WSJ https://on.wsj.com/2YxAINepic.twitter.com/itdvAKK2mv
",0.5615457454896664,0.9956331877729258,1.4736842105263157,0.03571428571428571,0.014285714285714285,0.00990210257942779
new energy,$$KAY,@bbygoatk,6:02 PM - 21 Mar 2019,0,1,0,"I need some new energy around me shit getting to boring.
",0.7132007163556104,0.8245614035087719,1.0,0.18181818181818182,0.08333333333333333,0.057762265046662105
new energy,#004 ,@_Iforsuperior,4:40 AM - 28 Mar 2019,0,14,14,"New day, new energy, gentle reminder that if you focus on understanding what you’re feeling and why you’re feeling it, you WILL overcome shit.
",0.5645497224367902,0.9300699300699301,1.0,0.045454545454545456,0.03125,0.02166084939249829
new energy,toast,@toastiboi,8:25 AM - 28 Mar 2019,0,2,3,"new energy pic.twitter.com/QDoEmYU6u6
",0.9082482904638629,0.7368421052631579,1.15,0.6666666666666666,0.3333333333333333,0.23104906018664842
new energy,Code “Jynx”,@Jynxzylol,10:14 AM - 28 Mar 2019,0,0,0,"Wow I’m love with this new energy drink pic.twitter.com/EIywByWOWw
",0.7357022603955158,0.8507462686567164,1.05,0.2222222222222222,0.09090909090909091,0.06301338005090412
new energy,Notes from Poland ,@notesfrompoland,5:27 AM - 28 Mar 2019,1,19,99,"One of Poland's biggest banks, mbank, has announced it will no longer finance new energy or mining projects involving coal, as part of a new set of policies designed to lower emissions and support green energy https://www.money.pl/gielda/mbank-poszerza-czarna-liste-nie-bedzie-finansowac-nowej-energii-z-wegla-i-kopaln-6364223833044609a.html…
",0.7062842492517587,0.9708454810495627,1.1,0.06060606060606061,0.046511627906976744,0.0322394037469742
new energy,CPR News,@CPRNews,9:10 PM - 27 Mar 2019,0,4,8,"The goal is for the homes in Arvada's new energy-smart Geos neighborhood is to use so little energy and produce so much that utility bills would be no more than the $7 monthly fee. Plus, they have goats. https://buff.ly/2UbFxfY via @donnaindenver @Denveritepic.twitter.com/mppqZR2ibr
",0.6020620726159658,0.9647887323943662,1.7222222222222223,0.05128205128205128,0.0196078431372549,0.013591121187449907
new energy,Cam,@CameronnDiazzz,4:21 AM - 28 Mar 2019,0,1,1,"New Year, New Energy.Grown Man Vibes . pic.twitter.com/hMjlta2wPC
",0.5,0.8636363636363636,1.2,0.0,0.0,0.0
new energy,Joe Nunziata,@JoeNunziata,9:18 AM - 28 Mar 2019,0,0,0,"Today 3/28 is the last day of a powerful Mercury Retrograde. This has been a month of endings, changes, new beginnings and disruption. Take it light today as we move into new energy. We have one more energy shift this month. I will send a post about it tomorrow. Love yourself. pic.twitter.com/cpHcdg1k0C
",0.6325825214724776,1.0,1.4,0.0425531914893617,0.03333333333333333,0.023104906018664842
new energy,China Daily,@ChinaDaily,10:30 PM - 27 Mar 2019,3,30,77,"China is slashing subsidies on new energy vehicles and requiring local authorities to invest in charging infrastructure. http://bit.ly/2FE9DiWpic.twitter.com/f4tQcamyKl
",0.6666666666666666,0.9408284023668639,1.3157894736842106,0.1111111111111111,0.047619047619047616,0.03300700859809263
new energy,Albion Football,@AlbionFootball,8:35 AM - 27 Mar 2019,0,16,106,"Spring Ball has kicked off for the Brits. New Season, New Energy, New Vibes #BBE #PPPpic.twitter.com/5AgPuXtvtz
",0.5,0.9107142857142857,1.4210526315789473,0.0,0.0,0.0
new energy,Colgate Women's Lacrosse,@ColgateWLax,3:20 PM - 27 Mar 2019,0,0,2,"Colgate comes out with a new energy, and Noelle Patterson notches goal number  of the day just 38 seconds into the second half! pic.twitter.com/mwFhFD7yv8
",0.5680413817439771,0.9354838709677419,1.25,0.04,0.038461538461538464,0.026659506944613283
new energy,Timber Windows (UK),@TimberWindowUK,3:00 AM - 28 Mar 2019,0,0,2,"Transform your home this year and save on heating bills with new, energy-efficient timber windows and doors http://timberwindows.co.uk/pic.twitter.com/FYsiSmHOlB
",0.5,0.9382716049382716,1.4736842105263157,0.0,0.023809523809523808,0.016503504299046314
new energy,Health iPASS,@HealthiPASS,7:00 AM - 28 Mar 2019,0,0,0,"Push For Hospital #Transparency In Georgia Gets New Energy, Platform https://buff.ly/2FvY79c via @wabenews pic.twitter.com/I19OpHLkG6
",0.5,0.9328358208955224,1.263157894736842,0.0,0.0,0.0
